candidate_id,repository,reference,instruction_path,role,test_command,compilation_complexity,edited_files_estimate,test_complexity,dependency_depth,historical_failure_rate,composite_difficulty,raw_logistic_success,calibrated_expected_success,calibration_tier,prior_estimated_success_rate,historical_match,recommended_for_pilot
lbv2_1452,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/anti-lock-across-await.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1453,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/doc-all-public.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1454,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/lint-cfg-check.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1455,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/lint-warn-style.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1456,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/mem-arrayvec.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1457,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/mem-assert-type-size.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1458,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/mem-compact-string.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1459,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/mem-thinvec.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1460,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/test-mock-traits.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1461,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/test-mockall-mocking.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1473,nvidia/physicsnemo,pyproject.toml,.cursor/rules/mod-011-use-proper-optional-dependency-handling.mdc,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_1478,tiangolo/fastapi,pyproject.toml,fastapi/.agents/skills/fastapi/SKILL.md,inspect,pytest,0.18,0.42,0.15,0.125,0.875,0.3462,0.7623,0.6005,too_easy,0.38,global,False
lbv2_0491,alphabitcore/nexus-gateway,CLAUDE.md,.claude/skills/test-compliance-proxy/SKILL.md,execute,go test,0.45,0.27,0.4,0.125,0.875,0.4386,0.6049,0.6003,too_easy,0.67,global,False
lbv2_0492,alphabitcore/nexus-gateway,CLAUDE.md,.cursor/rules/unit-test-coverage-95.mdc,execute,go test,0.45,0.27,0.4,0.125,0.875,0.4386,0.6049,0.6003,too_easy,0.67,global,False
lbv2_0571,communitytoolkit/aspire,src/CommunityToolkit.Aspire.Hosting.Azure.Dapr/AzureDaprHostingExtensions.cs,.agents/skills/hosting-integration-authoring/resources/archetype-azure-provisioning.md,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0583,damianb-bitflipper/proton-drive-sync,src/db/schema.ts,AGENTS.md,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_1490,fixmyberlin/tilda-geo,processing/utils/parameters.ts,.cursor/skills/test-processing-diff/SKILL.md,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0725,modelengine-group/nexent,backend/consts/exceptions.py,CLAUDE.md,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0726,modelengine-group/nexent,backend/database/client.py,.cursor/rules/backend/database_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0727,modelengine-group/nexent,backend/database/db_models.py,.cursor/rules/backend/database_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0728,modelengine-group/nexent,frontend/lib/logger.ts,.cursor/rules/frontend/component_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0729,modelengine-group/nexent,frontend/lib/logger.ts,.cursor/rules/frontend/hook_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0730,modelengine-group/nexent,frontend/lib/logger.ts,.cursor/rules/frontend/page_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0732,modelengine-group/nexent,frontend/lib/logger.ts,.cursor/rules/frontend/type_layer_rules.mdc,execute,pytest,0.18,0.2,0.15,0.375,0.875,0.3466,0.7617,0.6,too_easy,0.67,global,False
lbv2_0341,azure-samples/art-voice-agent-accelerator,apps/artagent/backend/api/v1/endpoints/,.github/skills/add-endpoint/SKILL.md,edit,pytest,0.3,0.9,0.15,0.93,0.875,0.5878,0.317,0.4,too_hard,0.49,global,False
lbv2_0670,microsoft/vscode,.github/workflows/pr-darwin-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.475,1.0,0.588,0.3167,0.3997,too_hard,0.67,repo,False
lbv2_0671,microsoft/vscode,.github/workflows/pr-linux-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.475,1.0,0.588,0.3167,0.3997,too_hard,0.67,repo,False
lbv2_0672,microsoft/vscode,.github/workflows/pr-win32-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.475,1.0,0.588,0.3167,0.3997,too_hard,0.67,repo,False
lbv2_1393,alphabitcore/nexus-gateway,packages/compliance-proxy/cmd/compliance-proxy/main.go,.claude/skills/test-compliance-proxy/SKILL.md,inspect,go test,0.57,0.35,0.4,0.805,0.875,0.5882,0.3163,0.3995,too_hard,0.48,global,False
lbv2_0290,0-ai-ug/cate,src/main/,CLAUDE.md,edit,npm test,0.55,0.67,0.55,0.25,0.875,0.5886,0.3156,0.399,too_hard,0.49,global,False
lbv2_0294,agents2agentsai/ata,docs/,AGENTS.md,edit,cargo test,0.75,0.67,0.45,0.125,0.875,0.5886,0.3156,0.399,too_hard,0.49,global,False
lbv2_0940,agentwrapper/agent-orchestrator,backend/internal/storage/sqlite/,AGENTS.md,execute,go test,0.63,0.55,0.4,0.5,0.875,0.5886,0.3156,0.399,too_hard,0.47,global,False
lbv2_1036,browseroperator/browser-operator-core,front_end/panels/ai_chat/evaluation/test-cases/,CLAUDE.md,execute,npm run test,0.55,0.45,0.47,0.625,0.875,0.5898,0.3136,0.3975,too_hard,0.47,global,False
lbv2_0411,vercel/next.js,packages/create-next-app/,AGENTS.md,edit,pytest,0.48,1.0,0.15,0.43,1.0,0.5904,0.3125,0.3968,too_hard,0.49,repo,False
lbv2_0413,vercel/next.js,packages/next-swc/,AGENTS.md,edit,pytest,0.48,1.0,0.15,0.43,1.0,0.5904,0.3125,0.3968,too_hard,0.49,repo,False
lbv2_0762,vercel/next.js,packages/next,AGENTS.md,execute,pytest,0.48,1.0,0.15,0.43,1.0,0.5904,0.3125,0.3968,too_hard,0.67,repo,False
lbv2_1242,vercel/next.js,packages/next/,AGENTS.md,execute,pytest,0.48,1.0,0.15,0.43,1.0,0.5904,0.3125,0.3968,too_hard,0.47,repo,False
lbv2_1250,vercel/next.js,packages/next/src/server/,.agents/skills/update-docs/SKILL.md,execute,pytest,0.3,1.0,0.15,0.68,1.0,0.5908,0.3119,0.3963,too_hard,0.47,repo,False
lbv2_1257,vercel/next.js,rspack/crates/binding/Cargo.toml,.agents/skills/next-rspack/SKILL.md,execute,pytest,0.3,1.0,0.15,0.68,1.0,0.5908,0.3119,0.3963,too_hard,0.47,repo,False
lbv2_1512,vercel/next.js,packages/next/src/client/,AGENTS.md,execute,pytest,0.3,1.0,0.15,0.68,1.0,0.5908,0.3119,0.3963,too_hard,0.47,repo,False
lbv2_0896,microsoft/vscode,build/azure-pipelines/oss/audit-notices.ts,.github/instructions/oss-third-party-notices.instructions.md,execute,pytest,0.51,0.75,0.27,0.5,1.0,0.592,0.3098,0.3948,too_hard,0.57,repo,False
lbv2_0897,microsoft/vscode,build/azure-pipelines/oss/run-local.ps1,.github/instructions/oss-third-party-notices.instructions.md,execute,pytest,0.51,0.75,0.27,0.5,1.0,0.592,0.3098,0.3948,too_hard,0.57,repo,False
lbv2_0899,microsoft/vscode,build/lib/policies/policyData.jsonc,.github/skills/add-policy/SKILL.md,execute,pytest,0.51,0.75,0.27,0.5,1.0,0.592,0.3098,0.3948,too_hard,0.57,repo,False
lbv2_0900,microsoft/vscode,build/lib/policies/policyGenerator.ts,.github/skills/add-policy/SKILL.md,execute,pytest,0.51,0.75,0.27,0.5,1.0,0.592,0.3098,0.3948,too_hard,0.57,repo,False
lbv2_0901,microsoft/vscode,build/lib/stylelint/vscode-known-variables.json,.github/skills/ux-css-layout/SKILL.md,execute,pytest,0.51,0.75,0.27,0.5,1.0,0.592,0.3098,0.3948,too_hard,0.57,repo,False
lbv2_0291,1jehuang/jcode,Cargo.toml,AGENTS.md,edit,cargo test,0.93,0.47,0.45,0.125,0.875,0.5922,0.3095,0.3946,too_hard,0.49,global,False
lbv2_0927,1jehuang/jcode,scripts/,AGENTS.md,execute,cargo test,0.93,0.47,0.45,0.125,0.875,0.5922,0.3095,0.3946,too_hard,0.47,global,False
lbv2_0928,1jehuang/jcode,src/,AGENTS.md,execute,cargo test,0.93,0.47,0.45,0.125,0.875,0.5922,0.3095,0.3946,too_hard,0.47,global,False
lbv2_0029,alphabitcore/nexus-gateway,tools/db-migrate,CLAUDE.md,edit,npm test,0.73,0.47,0.55,0.25,0.875,0.5922,0.3095,0.3946,too_hard,0.69,global,False
lbv2_0070,datadog/dd-trace-js,docs/API.md,.agents/skills/apm-integrations/references/new-integration-guide.md,edit,npm run test,0.73,0.47,0.55,0.25,0.875,0.5922,0.3095,0.3946,too_hard,0.69,global,False
lbv2_0071,datadog/dd-trace-js,docs/API.md,AGENTS.md,edit,yarn test,0.73,0.47,0.55,0.25,0.875,0.5922,0.3095,0.3946,too_hard,0.69,global,False
lbv2_1216,prismer-ai/prismer,docker/web/,CLAUDE.md,execute,npm test,0.73,0.47,0.55,0.25,0.875,0.5922,0.3095,0.3946,too_hard,0.47,global,False
lbv2_0274,microsoft/vscode,src/vs/platform/accessibility/browser/accessibleView.ts,.github/instructions/accessibility.instructions.md,edit,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.59,repo,False
lbv2_0275,microsoft/vscode,src/vs/platform/accessibility/browser/accessibleView.ts,.github/skills/accessibility/SKILL.md,edit,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.59,repo,False
lbv2_0388,microsoft/vscode,src/vs/workbench/contrib/chat/common/,.github/skills/chat-customizations-editor/SKILL.md,edit,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.49,repo,False
lbv2_0907,microsoft/vscode,src/vs/platform/list/browser/listService.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.57,spec,False
lbv2_1413,microsoft/vscode,src/vs/platform/agentHost/common/tunnelAgentHost.ts,.github/skills/vscode-dev-workbench/SKILL.md,inspect,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.48,repo,False
lbv2_1414,microsoft/vscode,src/vs/platform/log/common/log.ts,.github/skills/code-oss-logs/SKILL.md,inspect,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.48,repo,False
lbv2_1501,microsoft/vscode,src/vs/platform/theme/browser/defaultStyles.ts,.github/skills/ux-theming/SKILL.md,execute,pytest,0.33,0.75,0.27,0.75,1.0,0.5924,0.3091,0.3943,too_hard,0.57,repo,False
lbv2_0719,microsoft/vscode,src/vs/platform/agentHost/test/node/createAndSendMessageAsLocalAgent.sh,.agents/skills/launch/SKILL.md,execute,pytest,0.33,0.75,0.19,0.875,1.0,0.5932,0.3077,0.3934,too_hard,0.67,repo,False
lbv2_0720,microsoft/vscode,src/vs/platform/agentHost/test/node/mockAgent.ts,.github/skills/vscode-dev-workbench/SKILL.md,execute,pytest,0.33,0.75,0.19,0.875,1.0,0.5932,0.3077,0.3934,too_hard,0.67,repo,False
lbv2_0151,langgenius/dify,AGENTS.md,e2e/features/agent-v2/AGENTS.md,edit,pytest,0.33,0.45,0.92,0.125,1.0,0.5944,0.3057,0.3919,too_hard,0.69,repo,False
lbv2_1330,agents2agentsai/ata,codex-rs/tui/styles.md,AGENTS.md,inspect,cargo test,0.75,0.5,0.45,0.375,0.875,0.598,0.2996,0.3875,too_hard,0.58,global,False
lbv2_0837,copilotkit/copilotkit,packages/react-core/src/v2/components/CopilotKitInspector.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0839,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-agent-context.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0841,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-agent.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0843,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-attachments.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0845,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-capabilities.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0847,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-component.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0849,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-configure-suggestions.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0851,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-default-render-tool.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0853,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-frontend-tool.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0855,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-human-in-the-loop.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0857,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-render-activity-message.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0859,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-render-custom-messages.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0861,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-render-tool-call.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0863,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-render-tool.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0865,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-suggestions.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0867,copilotkit/copilotkit,packages/react-core/src/v2/hooks/use-threads.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0869,copilotkit/copilotkit,packages/react-core/src/v2/lib/slots.tsx,packages/react-core/skills/react-core/SKILL.md,execute,pytest,0.52,0.35,0.3,0.93,1.0,0.5982,0.2993,0.3873,too_hard,0.57,repo,False
lbv2_0875,datadog/dd-trace-js,packages/datadog-instrumentations/src/pg.js,.agents/skills/apm-integrations/SKILL.md,execute,npm run test,0.67,0.2,0.55,0.68,0.875,0.5992,0.2976,0.3861,too_hard,0.57,global,False
lbv2_0878,datadog/dd-trace-js,packages/datadog-plugin-kafkajs/src/index.js,AGENTS.md,execute,yarn test,0.67,0.2,0.55,0.68,0.875,0.5992,0.2976,0.3861,too_hard,0.57,global,False
lbv2_1211,prefecthq/prefect,tests/,ui-v2/AGENTS.md,execute,npm test,0.55,1.0,0.47,0.125,0.8333,0.6005,0.2955,0.3846,too_hard,0.47,repo,False
lbv2_0022,alphabitcore/nexus-gateway,.cursor/rules/sdd-workflow.mdc,CLAUDE.md,edit,npm test,0.55,0.55,0.55,0.475,0.875,0.603,0.2913,0.3816,too_hard,0.69,global,False
lbv2_0068,datadog/dd-trace-js,.github/workflows/apm-integrations.yml,.agents/skills/apm-integrations/SKILL.md,edit,npm run test,0.55,0.55,0.55,0.475,0.875,0.603,0.2913,0.3816,too_hard,0.69,global,False
lbv2_0069,datadog/dd-trace-js,.github/workflows/apm-integrations.yml,.agents/skills/apm-integrations/references/new-integration-guide.md,edit,npm run test,0.55,0.55,0.55,0.475,0.875,0.603,0.2913,0.3816,too_hard,0.69,global,False
lbv2_0746,pbh-btn/peerbanhelper,build.sh,.github/copilot-instructions.md,execute,mvn test,0.93,0.27,0.65,0.125,0.875,0.6042,0.2893,0.3801,too_hard,0.67,global,False
lbv2_0651,langgenius/dify,.github/workflows/cli-release.yml,cli/AGENTS.md,execute,vitest,0.45,0.45,0.62,0.475,1.0,0.6048,0.2883,0.3794,too_hard,0.67,spec,False
lbv2_0299,agentwrapper/agent-orchestrator,backend/internal/storage/sqlite/gen/,AGENTS.md,edit,go test,0.45,0.75,0.4,0.625,0.875,0.605,0.288,0.3792,too_hard,0.49,global,False
lbv2_0468,agoric/agoric-sdk,.agents/guides/project-structure.md,AGENTS.md,execute,yarn test,0.73,0.35,0.55,0.475,0.875,0.6066,0.2854,0.3773,too_hard,0.67,global,False
lbv2_0038,automattic/wp-calypso,CLAUDE.md,client/reader/social/AGENTS.md,edit,yarn test,0.7,0.4,0.67,0.125,1.0,0.6068,0.2851,0.3771,too_hard,0.69,repo,False
lbv2_0983,automattic/wp-calypso,client/,.claude/skills/calypso-react-query-migration/SKILL.md,execute,yarn test,0.7,0.4,0.67,0.125,1.0,0.6068,0.2851,0.3771,too_hard,0.47,repo,False
lbv2_0202,alphabitcore/nexus-gateway,docs/developers/architecture/README.md,CLAUDE.md,edit,npm test,0.55,0.55,0.55,0.5,0.875,0.607,0.2847,0.3768,too_hard,0.59,global,False
lbv2_0209,alphabitcore/nexus-gateway,docs/developers/workflow/conventions.md,.cursor/rules/sdd-workflow.mdc,edit,npm test,0.55,0.55,0.55,0.5,0.875,0.607,0.2847,0.3768,too_hard,0.59,global,False
lbv2_0211,alphabitcore/nexus-gateway,docs/users/product/overview.md,CLAUDE.md,edit,npm test,0.55,0.55,0.55,0.5,0.875,0.607,0.2847,0.3768,too_hard,0.59,global,False
lbv2_0766,vercel/next.js,test/e2e/app-dir/app-prefetch/prefetching.test.ts,.agents/skills/router-act/SKILL.md,execute,Jest,0.12,1.0,0.42,0.625,1.0,0.6072,0.2844,0.3766,too_hard,0.67,repo,False
lbv2_1515,vercel/next.js,test/e2e/app-dir/segment-cache/staleness/,.agents/skills/router-act/SKILL.md,execute,Jest,0.12,1.0,0.42,0.625,1.0,0.6072,0.2844,0.3766,too_hard,0.47,repo,False
lbv2_1068,datadog/dd-trace-js,packages/dd-trace/,AGENTS.md,execute,yarn test,0.67,0.47,0.55,0.43,0.875,0.6078,0.2834,0.3759,too_hard,0.47,global,False
lbv2_0893,microsoft/vscode,.github/skills/azure-pipelines/azure-pipeline.ts,.github/skills/azure-pipelines/SKILL.md,execute,pytest,0.51,0.75,0.27,0.6,1.0,0.608,0.2831,0.3757,too_hard,0.57,repo,False
lbv2_0946,agoric/agoric-sdk,.github/workflows/,.github/copilot-instructions.md,execute,yarn test,0.73,0.47,0.55,0.35,0.875,0.6082,0.2828,0.3754,too_hard,0.47,global,False
lbv2_0351,azure/oav,documentation/,.github/copilot-instructions.md,edit,npm test,0.73,0.67,0.55,0.125,0.875,0.6082,0.2828,0.3754,too_hard,0.49,global,False
lbv2_1243,vercel/next.js,packages/next/src/,AGENTS.md,execute,pytest,0.48,1.0,0.15,0.555,1.0,0.6104,0.2792,0.3728,too_hard,0.47,repo,False
lbv2_0289,vercel/next.js,packages/next/src/server/patch-error-inspect.ts,.agents/skills/runtime-debug/SKILL.md,edit,pytest,0.3,1.0,0.15,0.805,1.0,0.6108,0.2786,0.3724,too_hard,0.59,repo,False
lbv2_0925,vercel/next.js,packages/next/src/server/config.ts,.agents/skills/update-docs/references/CODE-TO-DOCS-MAPPING.md,execute,pytest,0.3,1.0,0.15,0.805,1.0,0.6108,0.2786,0.3724,too_hard,0.57,repo,False
lbv2_1252,vercel/next.js,packages/next/src/server/use-cache/,.agents/skills/update-docs/references/CODE-TO-DOCS-MAPPING.md,execute,pytest,0.3,1.0,0.15,0.805,1.0,0.6108,0.2786,0.3724,too_hard,0.47,repo,False
lbv2_0472,agoric/agoric-sdk,packages/deployment,.github/copilot-instructions.md,execute,yarn test,0.85,0.27,0.55,0.43,0.875,0.6114,0.2776,0.3717,too_hard,0.67,global,False
lbv2_0475,agoric/agoric-sdk,packages/zoe,.github/copilot-instructions.md,execute,yarn test,0.85,0.27,0.55,0.43,0.875,0.6114,0.2776,0.3717,too_hard,0.67,global,False
lbv2_0894,microsoft/vscode,build/azure-pipelines/darwin/steps/product-build-darwin-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.625,1.0,0.612,0.2767,0.371,too_hard,0.57,repo,False
lbv2_0895,microsoft/vscode,build/azure-pipelines/linux/steps/product-build-linux-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.625,1.0,0.612,0.2767,0.371,too_hard,0.57,repo,False
lbv2_0898,microsoft/vscode,build/azure-pipelines/win32/steps/product-build-win32-test.yml,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.625,1.0,0.612,0.2767,0.371,too_hard,0.57,repo,False
lbv2_0905,microsoft/vscode,src/vs/editor/browser/editorExtensions.ts,.github/instructions/buildNext.instructions.md,execute,pytest,0.51,0.75,0.27,0.625,1.0,0.612,0.2767,0.371,too_hard,0.57,repo,False
lbv2_0386,microsoft/vscode,src/vs/workbench/contrib/accessibility/browser/accessibilityConfiguration.ts,.github/instructions/accessibility.instructions.md,edit,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.49,repo,False
lbv2_0387,microsoft/vscode,src/vs/workbench/contrib/accessibility/browser/accessibilityConfiguration.ts,.github/skills/accessibility/SKILL.md,edit,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.49,repo,False
lbv2_1152,microsoft/vscode,src/vs/base/browser/ui/aria/aria.ts,.github/instructions/accessibility.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1153,microsoft/vscode,src/vs/base/browser/ui/aria/aria.ts,.github/skills/accessibility/SKILL.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1154,microsoft/vscode,src/vs/base/browser/ui/grid/grid.ts,.github/skills/ux-css-layout/SKILL.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1155,microsoft/vscode,src/vs/base/browser/ui/tree/abstractTree.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,spec,False
lbv2_1156,microsoft/vscode,src/vs/base/browser/ui/tree/asyncDataTree.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,spec,False
lbv2_1157,microsoft/vscode,src/vs/base/browser/ui/tree/dataTree.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,spec,False
lbv2_1158,microsoft/vscode,src/vs/base/browser/ui/tree/objectTree.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,spec,False
lbv2_1159,microsoft/vscode,src/vs/base/browser/ui/tree/tree.ts,.github/instructions/tree-widgets.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,spec,False
lbv2_1162,microsoft/vscode,src/vs/workbench/contrib/chat/browser/aiCustomization,.github/instructions/agentHostTesting.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1163,microsoft/vscode,src/vs/workbench/contrib/chat/browser/aiCustomization,.github/instructions/ai-customization.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1164,microsoft/vscode,src/vs/workbench/contrib/chat/browser/aiCustomization/,.github/instructions/ai-customization.instructions.md,execute,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.47,repo,False
lbv2_1464,microsoft/vscode,src/vs/platform/theme/common/colors/editorColors.ts,.github/skills/ux-theming/SKILL.md,inspect,pytest,0.33,0.75,0.27,0.875,1.0,0.6124,0.276,0.3705,too_hard,0.38,repo,False
